6250000,6250000,6250000,6250000,6250000,6250000,6250000,6250000,6250000,6250000
6250000,6250000,6250000,6250000,6250000,6250000,6250000,6250000,6250000,6250000
7707676.45527062,7736258.34655044,7764840.23783025,7793422.12911007,7822004.02038988,7850585.9116697,7879167.80294952,7907749.69422933,7936331.58550915,7964913.47678897
9195739.4556815,9254032.75550467,9312344.21558567,9370673.72524316,9429021.17505477,9487386.4569047,9545769.46392109,9604170.09046128,9662588.23209029,9721023.78555178
10708909.2262022,10797780.8032122,10886699.7262587,10975665.6422586,11064678.2035044,11153737.0675833,11242841.8972174,11331992.3601232,11421188.1288782,11510428.8807963
12243804.400402,12363970.0979766,12484220.1505912,12604553.8438576,12724970.4753275,12845469.3541819,12966049.8008538,13086711.1466664,13207452.7335017,13328273.9150543
13797998.8339351,13950072.8966676,14102274.1743265,14254601.4743874,14407053.6249919,14559629.4743333,14712327.8899938,14865147.7583,15018087.9837347,15171147.4914544
15369621.7427729,15554142.2403615,15738837.1927937,15923704.8137088,16108743.3485541,16293951.0736086,16479326.2949782,16664867.3476173,16850572.5944311,17036440.4299555
16957153.5906288,17174597.6393364,17392266.6129132,17610158.0204899,17828269.416902,18046598.4012747,18265142.6156006,18483899.7433512,18702867.5081975,18922043.6787331
18559315.3763972,18810109.55636,19061181.4586107,19312527.7847541,19564145.2988748,19816030.8255719,20068181.2480123,20320593.5060288,20573264.5943551,20826191.5682539
20175003.6156276,20459531.7071062,20744391.9322598,21029580.0899431,21315092.0610029,21600923.8056279,21887071.3607483,22173530.8374949,22460298.4188304,22747370.3659331
21803248.5624025,22121857.5220734,22440854.0657131,22760233.0004547,23079989.2373624,23400117.7879555,23720613.7608184,24041472.3582949,24362688.8733973,24684258.6968011
23443184.9518733,23796189.6042129,24149637.8519604,24503523.4256788,24857840.1838742,25212582.1085581,25567743.3009478,25923317.9772818,26279300.4649048,26635685.2097482
25094029.9262427,25481716.6652965,25869903.1618719,26258581.9872988,26647745.8666284,27037387.6731263,27427500.4229626,27818077.2700618,28209111.501283,28600596.5442914
26755065.2872312,27177694.9970243,27600880.4138803,28024612.868051,28448883.8708604,28873685.1080482,29299008.4333793,29724845.8624684,30151189.5670026,30578031.8829343
28425622.3660085,28883432.7135619,29341854.1768069,29800876.7631896,30260490.6900861,30720686.3769436,31181454.437768,31642785.673885,32104671.0671776,32567101.7885521
30105068.3183461,30598275.5313564,31092148.4274552,31586675.6095561,32081845.9209178,32577648.4360537,33074072.4520748,33571107.4803701,34068743.238844,34566969.6606224
31792792.8465941,32321593.0512195,32851112.389363,33381337.9779832,33912257.2064939,34443857.7264298,34976127.4416315,35509054.4988372,36042627.2789117,36576834.4057647
33488194.3480023,34052764.5077363,34618105.8818064,35184204.0206425,35751044.781128,36318614.3150102,36886899.0579205,37455885.7188668,38025561.2704435,38595912.9579327
35190664.3273085,35791162.7890965,36392482.9462997,36994608.7037249,37597524.3087285,38201214.3383604,38805663.6872019,39410857.555743,40016781.4395545,40623421.1385306
36899568.5710285,37536135.1863853,38173572.1705961,38811861.7058238,39450986.3551805,40090929.0485781,40731673.0693593,41373202.0415288,42015499.9178545,42658550.9892012
38614222.9919915,39286978.7341255,39960651.5248889,40635221.7493363,41310670.2143503,41986978.1331614,42664127.1107293,43342099.1297828,44020876.5378033,44700442.0563836
40333861.0804307,41042907.0158461,41752914.5213149,42463862.1131943,43175728.7731724,43888493.9314023,44602137.4505735,45316639.6107023,46031981.0949347,46748142.9988526
42057588.3023972,42803003.6852004,43549422.8570141,44296822.396923,45045179.3955788,45794471.4368751,46544676.5806375,47295773.3460881,48047740.6963954,48800558.0478399
43784316.1432904,44566155.2627059,45349037.9631465,46132938.820805,46917832.9724892,47703696.0957515,48490504.3901103,49278234.5591052,50066863.7935079,50856369.7802537
45512664.0423543,46330951.2349728,47150319.2678081,47970740.6512265,48792188.5081297,49614636.5524402,50438059.0687583,51262430.8929131,52087727.3937456,52913924.481705
47240809.8031559,48095531.6815443,48951369.0381257,49808292.2566718,50666272.3883373,51525281.1283935,52385290.7942172,53246274.3042381,54108205.158198,54971057.4453135
47240809.8031559,48095531.6815443,48951369.0381257,49808292.2566718,50666272.3883373,51525281.1283935,52385290.7942172,53246274.3042381,54108205.158198,54971057.4453135
47240378.1601071,48095100.529392,48950938.3625784,49807862.0438503,50665842.6247568,51524851.800947,52384861.8901599,53245845.8111724,54107777.0640601,54970629.7383597
47239946.5170582,48094669.3772396,48950507.6870312,49807431.8310289,50665412.8611762,51524422.4735004,52384432.9861025,53245417.3181067,54107348.9699221,54970202.0314059
47239505.553271,48094228.7933337,48950067.4707586,49806991.9704975,50664973.3448346,51523983.2901236,52383994.1247791,53244978.7682263,54106910.7211631,54969764.0737248
47239055.4321157,48093778.9439213,48949617.8829502,49806542.6344539,50664524.2510043,51523534.4292312,52383545.4878138,53244530.3464322,54106462.5060288,54969316.0569745
47238596.3388686,48093320.0179528,48949159.116295,49806084.0193907,50664065.7800459,51523076.095115,52383087.2834934,53244072.2650685,54106004.5409825,54968858.2017982
47238128.4783308,48092852.2245802,48948691.3843546,49805616.3433368,50663598.1545123,51522608.5149081,52382619.7435849,53243604.7605894,54105537.0672166,54968390.754177
47237652.072411,48092375.7906137,48948214.9188901,49805139.8430516,50663121.6162069,51522131.935501,52382143.1201082,53243128.0901839,54105060.3471278,54967913.9817508
47237167.3576924,48091890.9579662,48947729.9671803,49804654.7712136,50662636.4232395,51521646.6204648,52381657.6821226,53242642.5284247,54104574.6608245,54967428.1701847
47236674.5830009,48091397.981103,48947236.7893512,49804161.3936287,50662142.8471122,51521152.8470113,52381163.712561,53242148.3639745,54104080.302706,54966933.6196185
47236174.0069999,48090897.1245261,48946735.6557492,49803659.9864903,50661641.1698658,51520650.903026,52380661.5051486,53241645.8963905,54103577.5781511,54966430.6412399
47235665.8958455,48090388.6603281,48946226.8443929,49803150.8337298,50661131.6813279,51520141.0842142,52380151.3614466,53241135.4330659,54103066.8003587,54965919.5540253
47235150.5209396,48089872.8658542,48945710.6385445,49802634.2244971,50660614.6765043,51519623.6914029,52379633.5880666,53240617.2863574,54102548.2873894,54965400.6816953
47234628.1568166,48089350.0215104,48945187.3244399,49802110.4508136,50660090.4531555,51519099.0280426,52379108.4940977,53240091.7709401,54102022.3594488,54964874.3499293
47234099.0791949,48088820.408748,48944657.1892077,49801579.8054279,50659559.3095897,51518567.3979395,52378576.3887803,53239559.2014229,54101489.3364477,54964340.8838721
47233563.5632148,48088284.3082481,48944120.5190023,49801042.5798972,50659021.5426959,51518029.1032409,52378037.5794458,53239019.8902455,54100949.5358575,54963800.6059488
47233021.8818767,48087741.9983178,48943577.5973585,49800499.0629047,50658477.446224,51517484.4426815,52377492.3697304,53238474.1458617,54100403.2708648,54963253.8339939
47232474.304681,48087193.753499,48943028.703773,49799949.5388132,50657927.3093141,51516933.7100887,52376941.0580588,53237922.2712032,54099850.8488181,54962700.8796821
47231921.0964672,48086639.8433872,48942474.1125025,49799394.2864462,50657371.4152612,51516377.1931343,52376383.9363844,53237364.5624102,54099292.5699495,54962142.0472438
47231362.5164417,48086080.5316457,48941914.091568,49798833.5780826,50656810.0405034,51515815.1723162,52375821.2891667,53236801.3078061,54098728.7263498,54961577.6324407
47230798.81738,48085516.0752027,48941348.9019472,49798267.6786474,50656243.4538105,51515247.9201485,52375253.3925637,53236232.787094,54098159.601169,54961007.9217732
47230230.2449896,48084946.723614,48940778.7969388,49797696.8450776,50655671.9156552,51514675.7005374,52374680.5138151,53235659.2707476,54097585.4680175,54960433.1918927
47229657.037415,48084372.718572,48940204.0216774,49797121.3258454,50655095.677744,51514098.7683225,52374102.9107934,53235081.0195746,54097006.5905422,54959853.7091907
47229079.4248699,48083794.2935463,48939624.8127825,49796541.3606167,50654514.9826871,51513517.368958,52373520.8316992,53234498.2844259,54096423.2221503,54959269.7295392
47228497.6293797,48083211.6735365,48939041.3981237,49795957.1800284,50653930.063789,51512931.7383183,52372934.514881,53233911.3060313,54095835.6058618,54958681.49816
47227911.8646203,48082625.0749234,48938453.9966845,49795369.0055672,50653341.1449419,51512342.1026063,52372344.1887603,53233320.3149406,54095243.9742677,54958089.2496004
47227911.8646203,48082625.0749234,48938453.9966845,49795369.0055672,50653341.1449419,51512342.1026063,52372344.1887603,53233320.3149406,54095243.9742677,54958089.2496004
45908278.7309022,46738600.2560556,47570025.2450674,48402523.5665851,49236065.8139697,50070623.2771037,50906167.9159045,51742672.3352058,52580109.7613131,53418454.0462931
44609524.8264488,45415954.9922412,46223477.1849812,47032060.7429574,47841675.7882046,48652293.1932119,49463884.5498074,50276422.1398343,51089878.9078785,51904228.4615611
43329014.4823462,44111993.39276,44896053.5300562,45681163.6830607,46467293.4851592,47254413.3757334,48042494.5642611,48831508.9966495,49621429.3240094,50412228.8988322
42065174.5835041,42825106.8646595,43586110.0618846,44348152.397967,45111203.0027394,45875231.8690767,46640209.8120603,47406108.4308344,48172900.0733051,48940557.828089
40816909.3278175,41554173.7627727,42292499.1346321,43031853.0861593,43772204.2312265,44513522.1052037,45255777.1190417,45998940.5165173,46742984.3347424,47487881.3917702
39583456.2841904,40298412.5170807,41014419.8740705,41731445.4066454,42449457.202948,43168424.3323961,43888316.7945364,44609105.4715507,45330762.084458,46053259.1762729
38364290.5299175,39057283.8071019,39751318.3904033,40446360.7317059,41142378.3864928,41839339.9525274,42537215.0133341,43235974.0858381,43935588.5721471,44636030.7381568
37159059.7824676,37830424.3571548,38502820.2379147,39176213.2718869,39850570.4780448,40525859.9797765,41202050.9428496,41879113.5180581,42557018.7884736,43235738.7433951
35967539.8541984,36617601.4659612,37268684.0200632,37920752.7572223,38573774.1594089,39227715.876163,39882546.6568995,40538236.2884393,41194755.5376219,41852076.1204996
34789603.6736669,35418681.3776907,36048769.110688,36679831.5090614,37311834.5209464,37944745.3260995,38578532.2624042,39213164.7581635,39848613.2699692,40484849.2470437
33625199.5165673,34233607.0491411,34843012.9577789,35453381.2807982,36064677.4396521,36676868.1522257,37289921.3534017,37903806.1219959,38518492.6137797,39133952.0208784
32474335.5887373,33062382.3973641,33651414.9960561,34241396.8357505,34832292.8226924,35424069.2249732,36016693.5870181,36610134.6510465,37204362.2851498,37799347.4376567
31337069.0578416,31905061.0854642,32474025.1872566,33043924.2423118,33614722.657801,34186386.2685878,34758882.2454985,35332179.0111935,35906246.1632046,36481054.4231841
30213498.247929,30761738.5343326,31310935.8495138,31861052.5214338,32412052.4793131,32963901.1461524,33516565.3406481,34070013.1873621,34624214.0346266,35179138.3985981
29103757.1172649,29632546.2624528,30162275.8597574,30692907.7122102,31224405.2974963,31756733.6532063,32289859.2722584,32823750.007254,33358374.9831637,33893704.5361108
28008011.411194,28517647.9326623,29028206.5952137,29539648.7089033,30051937.3318416,30565037.1479936,31078914.3559637,31593536.5674279,32108872.7145132,32624892.9832423
26926456.0658766,27417236.6724166,27908919.171353,28401464.4176344,28894835.087476,29388995.5485055,29883911.741759,30379551.0740745,30875882.3200822,31372875.5502423
25859313.5656921,26331533.363389,26804632.6652779,27278571.9150025,27753313.4503271,28228821.3653953,28705061.385767,29182000.7546526,29659608.1294251,30137853.5041872
24806833.0463103,25260785.686893,25715593.1057129,26171215.3846141,26627614.5719674,27084754.5367434,27542600.8363866,28001120.5967481,28460282.4030246,28920056.216786
23769289.9996756,24205267.7766024,24642073.0765874,25079665.6742598,25518007.3828004,25957061.899413,26396794.6657591,26837172.7414068,27278164.6890766,27719740.4860515
22746986.485132,23165280.3781096,23584371.8295417,24004220.3652091,24424787.6214782,24846037.181524,25267934.4279054,25690446.4092631,26113541.7197023,26537190.4044773
21740251.7890041,22141151.4522344,22542815.8376742,22945204.2819562,23348278.3053476,23752001.4376472,24156339.0622068,24561258.2754336,24966727.7600335,25372717.6847942
20749443.5085319,21133237.1906713,21517759.7532336,21902970.4002894,22288830.595744,22675303.8770679,23062355.689544,23449953.237787,23838065.3523459,24226662.383272
19774949.0708288,20141923.4435287,20509587.7601162,20877901.1377128,21246825.0367322,21616323.059314,21986360.7716475,22356905.5460675,22727926.4200745,23099393.9830809
18817187.7408012,19167627.5948738,19518715.3432933,19870410.0375108,20222673.1702103,20575468.4533699,20928761.6249765,21282520.2791109,21636713.7156225,21991312.8188719
18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012
18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012,18817187.7408012
18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012,18792187.7408012
6240000,6240000,6240000,6240000,6240000,6240000,6240000,6240000,6240000,6240000
6240000,6240000,6240000,6240000,6240000,6240000,6240000,6240000,6240000,6240000
